make,model,colour,capacity,network,grade,condition,count
Samsung,"Gear S","Bluish Black","Not Applicable","Not Applicable","Insurance Grade","Brand New",2
Samsung,"Gear S","Bluish Black","Not Applicable","Not Applicable","Brand New","Brand New",30
Samsung,"Gear S",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,2
Samsung,"GEAR S2 CLASSIC",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,22
Samsung,"GEAR S2 CLASSIC",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",8
Samsung,"GEAR S2 CLASSIC",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,8
Samsung,"GEAR S2 CLASSIC",Black,"Not Applicable","Not Applicable","Brand New","Brand New",44
Samsung,"GEAR S2 CLASSIC",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,2
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,440
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,272
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Insurance Grade","Brand New",200
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Not Graded",Working,2
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,24
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Brand New","Brand New",86
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Insurance Grade",Non-working,2
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Non-working,2
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Non-working,4
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Grade B - Good Condition","Use For Parts",2
Samsung,"GEAR S2 SMART WATCH",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,2
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Grade B B2B",Working,4
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Not Graded","Warranty Send-Off",2
Samsung,"GEAR S2 SMART WATCH",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Grade D",Working,2
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable",Unknown,Non-working,50
Samsung,"GEAR S2 SMART WATCH",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",8
Samsung,"GEAR S2 SMART WATCH",Black,"Not Applicable","Not Applicable","Brand New","Brand New",8
Samsung,"GEAR S2 SMART WATCH",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,8
Samsung,"GEAR S2 SMART WATCH",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,4
Samsung,"GEAR S2 SMART WATCH",Black,"Not Applicable","Not Applicable","Grade D",BER-Scrap,2
Samsung,"GEAR S2 SMART WATCH",Black,"Not Applicable","Not Applicable",Unknown,Non-working,4
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Insurance Grade",Working,78
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Grade D",BER,2
Samsung,"GEAR S2 SMART WATCH",Grey,"Not Applicable","Not Applicable","Grade B - Good Condition",Non-working,2
Samsung,"GEAR S2 SMART WATCH - FBA FRANCE",Grey,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,12
Samsung,"Gear SM V700",Grey,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,2
Samsung,"Gear SM V700",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,8
Samsung,"Gear SM V700",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,24
Samsung,"Gear SM V700",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Non-working,2
Samsung,"Gear SM V700",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",BER,4
Samsung,"Gear SM V700",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
Samsung,"Gear SM V700","Bluish Black","Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"Gear SM V700",Grey,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
Samsung,"Gear SM V700",Grey,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,"Gear SM V700","ROSE GOLD","Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,6
Samsung,"Gear SM V700","ROSE GOLD","Not Applicable","Not Applicable","Grade B - Good Condition",Working,6
Samsung,"Gear SM V700",Orange,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",BER,2
Samsung,"Gear SM V700",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,4
Samsung,"Gear SM V700","Oatmeal beige","Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,"Gear SM V700","Mocha gray","Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,4
Samsung,"Gear SM V700","ROSE GOLD","Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,4
Samsung,"Gear SM V700","Wild Orange","Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,4
Samsung,"Gear SM V700","Wild Orange","Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"Gear SM V700","Wild Orange","Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,2
Samsung,"Gear SM V700","Mocha gray","Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
Samsung,"Gear SM V700",White,"Not Applicable","Not Applicable","Grade D",Working,2
Samsung,"Gear SM V700",White,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"GEAR VR",White,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,86
Samsung,"GEAR VR",White,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,114
Samsung,"GEAR VR",White,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,672
Samsung,"GEAR VR",White,"Not Applicable","Not Applicable","Insurance Grade","Brand New",20
Samsung,"GEAR VR",White,"Not Applicable","Not Applicable","Brand New","Brand New",80
Samsung,"GEAR VR",White,"Not Applicable","Not Applicable","Grade D",Working,4
Samsung,"GEAR VR",White,"Not Applicable","Not Applicable","Insurance Grade",Working,26
Samsung,"GEAR VR - FBA UK",White,"Not Applicable","Not Applicable","Brand New","Brand New",24
Samsung,"GEAR VR 2",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,202
Samsung,"GEAR VR 2",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,24
Samsung,"GEAR VR 2",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,162
Samsung,"GEAR VR 2",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",58
Samsung,"GEAR VR 2",Black,"Not Applicable","Not Applicable","Brand New","Brand New",42
Samsung,"GEAR VR 2",Blue,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,12
Samsung,"GEAR VR 2","Bluish Black","Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,4
Samsung,"GEAR VR 2","Bluish Black","Not Applicable","Not Applicable","Insurance Grade",Working,14
Samsung,"GEAR VR 2","Bluish Black","Not Applicable","Not Applicable","Brand New","Brand New",2
Samsung,"GEAR VR 2",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,2
Samsung,"GEAR VR 2",Black,"Not Applicable","Not Applicable","Grade D",Working,6
Samsung,"GEAR VR WITH CONTROLLER",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,74
Samsung,"GEAR VR WITH CONTROLLER",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,42
Samsung,"GEAR VR WITH CONTROLLER",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,14
Samsung,"GEAR VR WITH CONTROLLER",Black,"Not Applicable","Not Applicable","Brand New","Brand New",22
Samsung,"GEAR VR WITH CONTROLLER",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,2
Samsung,"GH97-14766A - MEA FRONT OCTA LCD - GT-I9195",Black,"Not Applicable","Not Applicable","Brand New","Brand New",30
Samsung,"Google Nexus S",Black,16GB,NOS-Portugal,"Grade C - Acceptable Condition","Non-working - Need Battery",2
Samsung,GT-1080I,Black,"Not Applicable",Unlocked,"Grade B B2B",Working,2
Samsung,GT-B2710,Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,2
Samsung,GT-B2710,Black,"Not Applicable",Damaged,"Grade D","Power On Tested-Good LCD",2
Samsung,GT-B2710,Black,"Not Applicable",Orange,"Grade C - Acceptable Condition",Working,4
Samsung,GT-B2710,Black,"Not Applicable",NOS-Portugal,Unknown,Non-working,2
Samsung,GT-B2710,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,GT-B5510,Black,"Not Applicable",Unlocked,"Insurance Grade","Brand New",8
Samsung,GT-B5510,Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,4
Samsung,GT-B5510,Black,"Not Applicable","EE Network","Grade A - Very Good Condition","Non-working - Unlock",2
Samsung,GT-B5510,White,"Not Applicable",Unlocked,"Not Graded","Non-working - Repair",2
Samsung,GT-B5510,White,"Not Applicable",Three(3),"Grade A - Very Good Condition","Non-working - Unlock",2
Samsung,GT-B5510,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
Samsung,"GT-B5510 AZERTY",Black,"Not Applicable",Unlocked,"Insurance Grade","Brand New",4
Samsung,"GT-B5510 AZERTY",Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,10
Samsung,"GT-B5510 AZERTY",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,6
Samsung,"GT-B5510 AZERTY",Black,"Not Applicable",Unlocked,"Insurance Grade","Non-working - Unlock",2
Samsung,"GT-B5510 AZERTY",White,"Not Applicable",Unlocked,"Insurance Grade",Working,2
Samsung,"GT-B5510 AZERTY",White,"Not Applicable",Unlocked,"Grade B - Good Condition",Non-working,2
Samsung,"GT-B5510 AZERTY",White,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,6
Samsung,"GT-B5510 AZERTY",White,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,6
Samsung,"GT-B5510 AZERTY",White,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,4
Samsung,"GT-B5510 AZERTY",White,"Not Applicable",Unlocked,"Insurance Grade","Brand New",8
Samsung,"GT-B5510 AZERTY",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition","Non-working - Need Repair - Software",2
Samsung,"GT-B5510 AZERTY",White,"Not Applicable",Unlocked,"Grade A - Very Good Condition",BER,2
Samsung,"GT-B5510 QWERTY",White,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,2
Samsung,GT-C3590,Silver,"Not Applicable",Unlocked,"Insurance Grade",Working,4
Samsung,GT-C3590,Silver,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,28
Samsung,GT-C3590,Silver,"Not Applicable",Unlocked,"Grade D",Working,2
Samsung,GT-E1150,Red,"Not Applicable",Tesco-Mobile,"Grade B B2B",Working,2
Samsung,GT-E1150,Red,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,6
Samsung,GT-E1150,Red,"Not Applicable",Unlocked,"Grade D",Working,2
Samsung,GT-E1150,Red,"Not Applicable",Unlocked,"Grade B B2B",Working,2
Samsung,GT-E1170,Black,"Not Applicable",Unknown,Unknown,Non-working,2
Samsung,GT-E1200I,White,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,2
Samsung,GT-E1200I,Black,"Not Applicable",Vodafone-Ireland,"Grade B - Good Condition",Working,2
Samsung,GT-E1200I,Black,"Not Applicable",Unlocked,"Grade B B2B",Working,2
Samsung,GT-E1200I,Black,"Not Applicable",Unlocked,"Grade D",Working,2
Samsung,GT-E2121B,Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,2
Samsung,GT-E2200,Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,GT-E2530,Black,"Not Applicable",Unlocked,"Grade B - Good Condition","Non-working - Need Battery",2
Samsung,GT-E2530,Red,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,2
Samsung,GT-E2530,Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Non-working,2
Samsung,GT-E2530,Black,"Not Applicable",Unlocked,"Insurance Grade",Working,6
Samsung,GT-E2530,Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,8
Samsung,GT-E2530,Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition",Working,22
Samsung,GT-E2530,Black,"Not Applicable",Unlocked,"Insurance Grade","Brand New",2
Samsung,GT-E2530,Black,"Not Applicable",Unlocked,"Grade A - Very Good Condition","Non-working - Need Repair - HardWare",2
Samsung,GT-E2530,Black,"Not Applicable",Unlocked,"Insurance Grade",Non-working,4
Samsung,GT-E2530,Black,"Not Applicable",Unlocked,"Not Graded","Power On Tested-Good LCD",2
Samsung,GT-E2600,Black,"Not Applicable",Vodafone-Ireland,"Grade D",Working,2
Samsung,GT-I9060I,Black,8GB,Tesco-Mobile,"Grade B - Good Condition",Working,2
Samsung,GT-I9195,Black,8GB,Unlocked,"Insurance Grade","Brand New",2
Samsung,GT-I9195,Black,8GB,Eir,"Grade D",Working,2
Samsung,GT-I9195,Black,8GB,Foreign,"Grade D",Working,2
Samsung,GT-I9505,Black,16GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung,GT-I9505,Black,16GB,Vodafone-Ireland,"Grade A - Very Good Condition",Working,2
Samsung,GT-S5310,Blue,"Not Applicable",Unlocked,"Grade B B2B",Working,2
Samsung,GT-S5360,Black,"Not Applicable",Unknown,Unknown,Non-working,2
Samsung,GT-S5369,Pink,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,2
Samsung,GT-S5611V,Blue,"Not Applicable",Vodafone,"Grade C - Acceptable Condition",Working,2
Samsung,GT-S5611V,Blue,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,4
Samsung,GT-S5830,Black,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,2
Samsung,GT-S5830,White,"Not Applicable",Unlocked,"Grade D",Working,2
Samsung,GT-S6810P,Blue,"Not Applicable",Unlocked,"Grade B - Good Condition",Working,2
Samsung,GT-S7500,Black,"Not Applicable",Vodafone-Ireland,"Grade A - Very Good Condition",Working,2
Samsung,"HG32ED450 32\" LED TV",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,2
Samsung,I200,Black,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
Samsung,"i8700 omnia 7",Black,16GB,Unlocked,"Grade A - Very Good Condition",Working,4
Samsung,"i8700 omnia 7",Black,16GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung,"i8700 omnia 7",Black,16GB,Unlocked,"Grade B - Good Condition",Non-working,2
Samsung,"I9295 Galaxy S4 Active",Orange,16GB,Unlocked,"Insurance Grade","Brand New",4
Samsung,J3,Gold,8GB,Unlocked,"Grade C - Acceptable Condition",Working,18
Samsung,J3,Gold,8GB,Unlocked,"Grade B B2B",Working,10
Samsung,J3,Gold,8GB,Unlocked,"Grade B - Good Condition",Working,6
Samsung,J3,Gold,8GB,Unlocked,"Grade A - Very Good Condition",Working,6
Samsung,J3,Black,8GB,Unlocked,"Grade C - Acceptable Condition",Working,12
Samsung,J3,Black,8GB,Unlocked,"Grade B B2B",Working,8
Samsung,J3,Black,8GB,Unlocked,"Grade B - Good Condition",Working,14
Samsung,J3,Black,8GB,Unlocked,Unknown,Working,2
Samsung,J3,Black,8GB,Unlocked,"Grade A - Very Good Condition",Working,4
Samsung,J3,Black,8GB,Unlocked,"Insurance Grade","Brand New",4
Samsung,J3,Black,8GB,NOS-Portugal,"Not Graded","Non-working - Need Repair - HardWare",4
Samsung,J3,Black,8GB,Unlocked,"Grade B - Good Condition","Working - Need Battery Cover",2
Samsung,J3,Black,8GB,Unlocked,"Grade C - Acceptable Condition","Working - Need Battery Cover",2
Samsung,J3,Gold,8GB,Unlocked,"Grade B - Good Condition","Working - Need Battery Cover",4
Samsung,J3,Gold,8GB,Unlocked,"Not Graded","Non-working - Need Repair - HardWare",2
Samsung,J3,White,8GB,Damaged,Unknown,"Non-working - Need Repair - HardWare",2
Samsung,J3,Gold,16GB,Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,J3,White,8GB,Unlocked,"Grade C - Acceptable Condition",Working,6
Samsung,J3,Gold,8GB,Unlocked,"Grade D",Working,2
Samsung,"J3 2017 SM-J330F",Black,16GB,Unlocked,"Grade A - Very Good Condition",Working,2
Samsung,J700,Pink,"Not Applicable",Vodafone,"Grade C - Acceptable Condition",Working,2
Samsung,"KEYBOARD COVER STAND NFC EJ-CW700",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,"LE19D450 - MONITOR",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,LE32R87BD,Black,64GB,"Not Applicable","Grade B - Good Condition",Working,2
Samsung,"LED FLIP WALLET FOR GALAXY NOTE 4",Gold,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
Samsung,"LED FLIP WALLET FOR GALAXY NOTE 4",Gold,"Not Applicable","Not Applicable","Insurance Grade",Working,10
Samsung,"LED FLIP WALLET FOR GALAXY NOTE 4",Gold,"Not Applicable","Not Applicable","Brand New","Brand New",16
Samsung,"LED VIEW COVER FOR GALAXY NOTE 7",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",2
Samsung,"LED VIEW COVER FOR GALAXY NOTE 8",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,18
Samsung,"LED VIEW COVER FOR GALAXY NOTE 8",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,4
Samsung,"LED VIEW COVER FOR GALAXY NOTE 8",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"LED VIEW COVER FOR GALAXY S7",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,270
Samsung,"LED VIEW COVER FOR GALAXY S7",Gold,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,128
Samsung,"LED VIEW COVER FOR GALAXY S7",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,40
Samsung,"LED VIEW COVER FOR GALAXY S7",Gold,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,52
Samsung,"LED VIEW COVER FOR GALAXY S7",Gold,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
Samsung,"LED VIEW COVER FOR GALAXY S7",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,32
Samsung,"LED VIEW COVER FOR GALAXY S7",Gold,"Not Applicable","Not Applicable","Insurance Grade",Working,12
Samsung,"LED VIEW COVER FOR GALAXY S7",Gold,"Not Applicable","Not Applicable","Brand New","Brand New",2
Samsung,"LED VIEW COVER FOR GALAXY S7",Black,"Not Applicable","Not Applicable","Brand New","Brand New",6
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,80
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Gold,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,4
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Black,"Not Applicable","Not Applicable","Grade B - Good Condition","Working - Minor Issue",50
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Gold,"Not Applicable","Not Applicable","Grade B - Good Condition","Working - Minor Issue",56
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,8
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,158
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Gold,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Gold,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",BER-Scrap,2
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Gold,"Not Applicable","Not Applicable","Insurance Grade",Working,140
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Gold,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,86
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",BER,4
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",BER,2
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Grey,"Not Applicable","Not Applicable","Insurance Grade",Working,6
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Gold,"Not Applicable","Not Applicable","Brand New","Brand New",14
Samsung,"LED VIEW COVER FOR GALAXY S7 EDGE",Black,"Not Applicable","Not Applicable","Brand New","Brand New",14
Samsung,"LEVEL ACTIVE ",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,20
Samsung,"LEVEL ACTIVE ",Black,"Not Applicable","Not Applicable","Brand New","Brand New",100
Samsung,"LEVEL ACTIVE ",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,10
Samsung,"LEVEL ACTIVE ",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",12
Samsung,"LEVEL ACTIVE - FBA FRANCE",Black,"Not Applicable","Not Applicable","Brand New","Brand New",4
Samsung,"LEVEL ACTIVE - FBA UK",Black,"Not Applicable","Not Applicable","Brand New","Brand New",46
Samsung,"LEVEL BOX MINI - EO-SG900DSEGWW",Silver,"Not Applicable","Not Applicable","Insurance Grade","Brand New",6
Samsung,"LEVEL BOX SLIM EO-SG930",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,"LEVEL ON",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,16
Samsung,"LEVEL ON",Black,"Not Applicable","Not Applicable","Insurance Grade","Brand New",4
Samsung,"LEVEL ON",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,24
Samsung,"LEVEL ON",White,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,8
Samsung,"LEVEL ON",White,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,10
Samsung,"LEVEL ON",Black,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,4
Samsung,"LEVEL ON",White,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,22
Samsung,"LEVEL ON",Black,"Not Applicable","Not Applicable","Brand New","Brand New",14
Samsung,"LEVEL ON",White,"Not Applicable","Not Applicable","Brand New","Brand New",2
Samsung,"LEVEL ON",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,2
Samsung,"LEVEL ON",White,"Not Applicable","Not Applicable","Insurance Grade",Working,4
Samsung,"M8800 Pixon",Silver,"Not Applicable",Damaged,"Grade C - Acceptable Condition","Power On Tested-Good LCD",2
Samsung,"Marvel S5560",Black,"Not Applicable",Unlocked,"Grade C - Acceptable Condition",Working,2
Samsung,"Marvel S5560",Black,"Not Applicable",NOS-Portugal,Unknown,Non-working,2
Samsung,"MINI DIGITAL CAMCORDER VP-D11",Silver,"Not Applicable","Not Applicable","Grade C - Acceptable Condition",Working,2
Samsung,"N130 - INTEL N270, 1.66GHZ, 1GB RAM, 160GB HDD",Black,1GB,"Not Applicable","Grade B - Good Condition",Working,2
Samsung,"N150 - INTEL ATOM N450, 1.66GHZ, 1GB RAM, 160GB HDD",Black,1GB,"Not Applicable","Grade B - Good Condition",Working,4
Samsung,"N7100 EB595675LU",Silver,"Not Applicable","Not Applicable","Brand New","Brand New",10
Samsung,"NC10 - INTEL ATOM N270, WINDOWS XP, 1GB RAM, MOBILE INTEL 945 GRAPHICS, 160GB HDD",Black,1GB,"Not Applicable","Grade B - Good Condition",Working,2
Samsung,"NEON FLIP COVER GALAXY A3 (2017)",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,52
Samsung,"NEON FLIP COVER GALAXY A3 (2017)",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,44
Samsung,"NEON FLIP COVER GALAXY A3 (2017)",Black,"Not Applicable","Not Applicable","Brand New","Brand New",6
Samsung,"NEON FLIP COVER GALAXY A3 (2017)",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"NEON FLIP COVER GALAXY A5 (2017)",Black,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,28
Samsung,"NEON FLIP COVER GALAXY A5 (2017)",Black,"Not Applicable","Not Applicable","Insurance Grade",Working,52
Samsung,"NEON FLIP COVER GALAXY A5 (2017)",Black,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
Samsung,"NEON FLIP COVER GALAXY A5 (2017)",Black,"Not Applicable","Not Applicable","Brand New","Brand New",4
Samsung,"NEXUS GT-I9250 BACK COVER WITH GOOGLE LOGO",Black,"Not Applicable","Not Applicable","Brand New","Brand New",12
Samsung,"NOTE 3 DEMO 32GB - N900X",Black,32GB,"Not Applicable","Grade B - Good Condition",Working,2
Samsung,"Note 3 N9005 LTE",Black,32GB,Unlocked,"Grade A - Very Good Condition",Working,6
Samsung,"Note 3 N9005 LTE",Black,32GB,Unlocked,"Grade B - Good Condition",Working,4
Samsung,"Note 3 N9005 LTE",Black,32GB,Unknown,"Grade D",BER-Scrap,4
Samsung,"Note 3 N9005 LTE",Black,16GB,Unlocked,"Grade A - Very Good Condition",Working,2
Samsung,"Note 3 N9005 LTE",Black,16GB,Unlocked,"Grade B - Good Condition",Working,2
Samsung,"NOTE 7 CLEAR VIEW COVER",Blue,"Not Applicable","Not Applicable","Grade A - Very Good Condition",Working,2
Samsung,"NP- NC10",Black,160GB,"Not Applicable","Not Graded",Working,16
Samsung,NP-N130-HAV1UK,Black,1GB,"Not Applicable",Unknown,Non-working,2
Samsung,NP-N130-HAV1UK,Black,1GB,"Not Applicable","Grade C - Acceptable Condition",Working,2
Samsung,NP-N130-HAV1UK,Black,Unknown,"Not Applicable","Grade B - Good Condition",Working,2
Samsung,NP-N150-HAV1UK,Black,1GB,"Not Applicable",Unknown,Non-working,2
Samsung,NP-N150-HAV1UK,Black,1GB,"Not Applicable","Grade C - Acceptable Condition",Working,2
Samsung,NP-N150-HAW1UK,Black,1GB,"Not Applicable",Unknown,Non-working,2
Samsung,NP-NC10-HAV1UK,Black,1GB,"Not Applicable",Unknown,"Power On Tested-Good LCD",10
Samsung,NP-NC10-HAV1UK,Black,1GB,"Not Applicable","Grade B - Good Condition","Power On Tested-Good LCD",2
Samsung,NP-NC10-HAV1UK,Black,1GB,"Not Applicable",Unknown,Non-working,2
Samsung,NP-NC10-HAV1UK,Black,1GB,"Not Applicable","Grade C - Acceptable Condition",Working,28
Samsung,NP-NC10-HAV1UK,Black,1GB,"Not Applicable","Grade B - Good Condition",Working,2
Samsung,NP-NC10-HAV1UK,Black,Unknown,"Not Applicable","Grade B - Good Condition",Non-working,2
Samsung,NP-NC10-HAV1UK,Black,Unknown,"Not Applicable","Grade B - Good Condition",Working,6
Samsung,"NX MINI ( 20.9 MP,3 -inch LCD)",Pink,"Not Applicable","Not Applicable","Grade B - Good Condition",Working,2
